id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
1052,cuckoo,any of numerous European and North American birds having pointed wings and a long tail,3.047764778137207,2.6,She had a hard time concentrating on her date because of the cuckoo in the corner.,She had a hard time concentrating on her date because of the [any of numerous European and North American birds having pointed wings and a long tail] cuckoo in the corner.
1053,cuckoo,a man who is a stupid incompetent fool,2.8841092586517334,4.8,She had a hard time concentrating on her date because of the cuckoo in the corner.,She had a hard time concentrating on her date because of the [a man who is a stupid incompetent fool] cuckoo in the corner.
1054,cuckoo,any of numerous European and North American birds having pointed wings and a long tail,3.350677967071533,2.6,She had a hard time concentrating on her date because of the cuckoo in the corner.,She had a hard time concentrating on her date because of the [any of numerous European and North American birds having pointed wings and a long tail] cuckoo in the corner.
1055,cuckoo,a man who is a stupid incompetent fool,3.2159712314605713,3.4,She had a hard time concentrating on her date because of the cuckoo in the corner.,She had a hard time concentrating on her date because of the [a man who is a stupid incompetent fool] cuckoo in the corner.
1056,foundational,the basis on which something is grounded,3.94199800491333,3.8,A great foundational knowledge is important before constructing a building.,A great [the basis on which something is grounded] foundational knowledge is important before constructing a building.
1057,foundational,lowest support of a structure,4.002430438995361,2.0,A great foundational knowledge is important before constructing a building.,A great [lowest support of a structure] foundational knowledge is important before constructing a building.
1058,foundational,the basis on which something is grounded,3.9080309867858887,3.4,A great foundational knowledge is important before constructing a building.,A great [the basis on which something is grounded] foundational knowledge is important before constructing a building.
1059,foundational,lowest support of a structure,3.960519790649414,3.8,A great foundational knowledge is important before constructing a building.,A great [lowest support of a structure] foundational knowledge is important before constructing a building.
1060,foundational,the basis on which something is grounded,4.197386264801025,3.8,A great foundational knowledge is important before constructing a building.,A great [the basis on which something is grounded] foundational knowledge is important before constructing a building.
1061,foundational,lowest support of a structure,4.292880535125732,3.4,A great foundational knowledge is important before constructing a building.,A great [lowest support of a structure] foundational knowledge is important before constructing a building.
1062,foundation,the basis on which something is grounded,3.3261613845825195,3.4,The engineers emphasized the importance of a strong foundation for both the building's stability and the theory behind its design.,The engineers emphasized the importance of a strong [the basis on which something is grounded] foundation for both the building's stability and the theory behind its design.
1063,foundation,lowest support of a structure,3.326017379760742,4.0,The engineers emphasized the importance of a strong foundation for both the building's stability and the theory behind its design.,The engineers emphasized the importance of a strong [lowest support of a structure] foundation for both the building's stability and the theory behind its design.
1064,foundation,the basis on which something is grounded,3.072857141494751,3.8,The engineers emphasized the importance of a strong foundation for both the building's stability and the theory behind its design.,The engineers emphasized the importance of a strong [the basis on which something is grounded] foundation for both the building's stability and the theory behind its design.
1065,foundation,lowest support of a structure,3.070800304412842,4.8,The engineers emphasized the importance of a strong foundation for both the building's stability and the theory behind its design.,The engineers emphasized the importance of a strong [lowest support of a structure] foundation for both the building's stability and the theory behind its design.
1066,foundation,the basis on which something is grounded,3.293379783630371,4.4,The engineers emphasized the importance of a strong foundation for both the building's stability and the theory behind its design.,The engineers emphasized the importance of a strong [the basis on which something is grounded] foundation for both the building's stability and the theory behind its design.
